# Nv                      MP2             CCSD
#35			-0.010845	-0.015069
97			-0.024103	-0.031227
223			-0.031177	-0.039089
343			-0.033382	-0.040955
463			-0.034395	-0.041720
580			-0.035095	-0.042195

