1,-2.95E-05
2,-3.59E-05
3,-4.23E-05
4,-4.87E-05
5,-4.87E-05
6,-4.88E-05
7,-2.19E-04
8,-2.73E-04
9,-3.28E-04
10,-3.82E-04
11,-3.82E-04
12,-3.82E-04
13,-3.83E-04
14,-3.83E-04
15,-3.83E-04
16,-3.83E-04
17,-3.83E-04
18,-3.83E-04
19,-8.11E-04
20,-8.11E-04
21,-8.76E-04
22,-9.41E-04
23,-1.01E-03
24,-1.01E-03
25,-1.01E-03
26,-1.01E-03
27,-1.73E-03
28,-1.81E-03
29,-1.89E-03
30,-1.98E-03
31,-1.98E-03
32,-1.98E-03
33,-2.48E-03
34,-2.81E-03
35,-3.15E-03
36,-3.48E-03
37,-3.48E-03
38,-3.48E-03
39,-3.48E-03
40,-3.48E-03
41,-3.48E-03
42,-3.49E-03
43,-3.49E-03
44,-3.49E-03
45,-3.49E-03
46,-3.50E-03
47,-3.50E-03
48,-3.50E-03
49,-3.50E-03
50,-3.50E-03
51,-3.50E-03
52,-3.50E-03
53,-3.50E-03
54,-3.50E-03
55,-3.50E-03
56,-3.50E-03
57,-3.92E-03
58,-4.20E-03
59,-4.48E-03
60,-4.77E-03
61,-4.77E-03
62,-4.78E-03
63,-4.78E-03
64,-4.78E-03
65,-4.78E-03
66,-4.78E-03
67,-4.78E-03
68,-4.78E-03
69,-4.78E-03
70,-4.78E-03
71,-4.78E-03
72,-4.78E-03
73,-4.79E-03
74,-4.79E-03
75,-4.79E-03
76,-4.79E-03
77,-4.80E-03
78,-4.80E-03
79,-4.80E-03
80,-4.80E-03
81,-6.25E-03
82,-6.45E-03
83,-6.66E-03
84,-6.86E-03
85,-6.86E-03
86,-6.86E-03
87,-6.87E-03
88,-6.87E-03
89,-6.87E-03
90,-6.87E-03
91,-6.87E-03
92,-6.87E-03
93,-7.46E-03
94,-7.88E-03
95,-8.31E-03
96,-8.74E-03
97,-8.75E-03
98,-8.76E-03
99,-8.77E-03
100,-8.77E-03
101,-8.77E-03
102,-8.77E-03
103,-8.77E-03
104,-8.78E-03
105,-8.78E-03
106,-8.78E-03
107,-8.78E-03
108,-8.78E-03
109,-8.79E-03
110,-8.79E-03
111,-8.79E-03
112,-8.79E-03
113,-8.79E-03
114,-8.79E-03
115,-8.79E-03
116,-8.79E-03
117,-8.79E-03
118,-8.79E-03
119,-8.79E-03
120,-8.79E-03
121,-8.79E-03
122,-8.79E-03
123,-9.21E-03
124,-9.48E-03
125,-9.75E-03
126,-1.00E-02
127,-1.00E-02
128,-1.00E-02
129,-1.01E-02
130,-1.01E-02
131,-1.01E-02
132,-1.01E-02
133,-1.01E-02
134,-1.01E-02
135,-1.01E-02
136,-1.01E-02
137,-1.01E-02
138,-1.01E-02
139,-1.01E-02
140,-1.01E-02
141,-1.01E-02
142,-1.01E-02
143,-1.01E-02
144,-1.01E-02
145,-1.01E-02
146,-1.01E-02
147,-1.05E-02
148,-1.07E-02
149,-1.09E-02
150,-1.11E-02
151,-1.11E-02
152,-1.11E-02
153,-1.11E-02
154,-1.12E-02
155,-1.12E-02
156,-1.12E-02
157,-1.12E-02
158,-1.12E-02
159,-1.12E-02
160,-1.12E-02
161,-1.12E-02
162,-1.12E-02
163,-1.12E-02
164,-1.12E-02
165,-1.12E-02
166,-1.12E-02
167,-1.12E-02
168,-1.12E-02
169,-1.12E-02
170,-1.12E-02
171,-1.16E-02
172,-1.17E-02
173,-1.17E-02
174,-1.18E-02
175,-1.18E-02
176,-1.18E-02
177,-1.18E-02
178,-1.18E-02
179,-1.25E-02
180,-1.28E-02
181,-1.31E-02
182,-1.33E-02
183,-1.33E-02
184,-1.34E-02
185,-1.34E-02
186,-1.34E-02
187,-1.34E-02
188,-1.34E-02
189,-1.34E-02
190,-1.34E-02
191,-1.34E-02
192,-1.34E-02
193,-1.34E-02
194,-1.34E-02
195,-1.34E-02
196,-1.34E-02
197,-1.34E-02
198,-1.34E-02
199,-1.34E-02
200,-1.34E-02
201,-1.34E-02
202,-1.34E-02
203,-1.38E-02
204,-1.41E-02
205,-1.44E-02
206,-1.47E-02
207,-1.48E-02
208,-1.48E-02
209,-1.48E-02
210,-1.48E-02
211,-1.48E-02
212,-1.48E-02
213,-1.48E-02
214,-1.48E-02
215,-1.48E-02
216,-1.48E-02
217,-1.48E-02
218,-1.48E-02
219,-1.48E-02
220,-1.48E-02
221,-1.48E-02
222,-1.48E-02
223,-1.48E-02
224,-1.48E-02
225,-1.48E-02
226,-1.48E-02
227,-1.48E-02
228,-1.48E-02
229,-1.48E-02
230,-1.48E-02
231,-1.48E-02
232,-1.48E-02
233,-1.48E-02
234,-1.48E-02
235,-1.48E-02
236,-1.48E-02
237,-1.48E-02
238,-1.48E-02
239,-1.48E-02
240,-1.48E-02
241,-1.48E-02
242,-1.48E-02
243,-1.48E-02
244,-1.48E-02
245,-1.48E-02
246,-1.48E-02
247,-1.48E-02
248,-1.48E-02
249,-1.48E-02
250,-1.48E-02
251,-1.56E-02
252,-1.56E-02
253,-1.57E-02
254,-1.58E-02
255,-1.58E-02
256,-1.58E-02
257,-1.63E-02
258,-1.67E-02
259,-1.71E-02
260,-1.74E-02
261,-1.75E-02
262,-1.75E-02
263,-1.75E-02
264,-1.75E-02
265,-1.75E-02
266,-1.75E-02
267,-1.75E-02
268,-1.75E-02
269,-1.75E-02
270,-1.75E-02
271,-1.75E-02
272,-1.75E-02
273,-1.75E-02
274,-1.75E-02
275,-1.75E-02
276,-1.75E-02
277,-1.75E-02
278,-1.75E-02
279,-1.75E-02
280,-1.75E-02
281,-1.75E-02
282,-1.75E-02
283,-1.75E-02
284,-1.75E-02
285,-1.75E-02
286,-1.75E-02
287,-1.75E-02
288,-1.75E-02
289,-1.75E-02
290,-1.75E-02
291,-1.75E-02
292,-1.75E-02
293,-1.75E-02
294,-1.75E-02
295,-1.75E-02
296,-1.75E-02
297,-1.75E-02
298,-1.75E-02
299,-1.75E-02
300,-1.75E-02
301,-1.75E-02
302,-1.75E-02
303,-1.75E-02
304,-1.75E-02
305,-1.78E-02
306,-1.80E-02
307,-1.82E-02
308,-1.83E-02
309,-1.84E-02
310,-1.84E-02
311,-1.84E-02
312,-1.84E-02
313,-1.84E-02
314,-1.84E-02
315,-1.84E-02
316,-1.84E-02
317,-1.84E-02
318,-1.84E-02
319,-1.84E-02
320,-1.84E-02
321,-1.84E-02
322,-1.84E-02
323,-1.84E-02
324,-1.84E-02
325,-1.84E-02
326,-1.84E-02
327,-1.84E-02
328,-1.84E-02
329,-1.84E-02
330,-1.84E-02
331,-1.84E-02
332,-1.84E-02
333,-1.84E-02
334,-1.84E-02
335,-1.84E-02
336,-1.84E-02
337,-1.84E-02
338,-1.84E-02
339,-1.84E-02
340,-1.84E-02
341,-1.86E-02
342,-1.87E-02
343,-1.88E-02
344,-1.90E-02
345,-1.90E-02
346,-1.90E-02
